Id,SalePrice
1887,204183
1888,247782
1889,170683
1890,91059
1891,150732
1892,74249
1893,136751
1894,155840
1895,148574
1896,132441
1897,130594
1898,161200
1899,160584
1900,192546
1901,149005
1902,130902
1903,269638
1904,120988
1905,180843
1906,146296
1907,202086
1908,148269
1909,160400
1910,160400
1911,206766
1912,262557
1913,186012
1914,55530
1915,250615
1916,5770
1917,275491
1918,141742
1919,163971
1920,150729
1921,306713
1922,282391
1923,222468
1924,208001
1925,240944
1926,303142
1927,114584
1928,138968
1929,101530
1930,151902
1931,106887
1932,131764
1933,153007
1934,183491
1935,175239
1936,183491
1937,185461
1938,137737
1939,252708
1940,227955
1941,185276
1942,189956
1943,231465
1944,303077
1945,297354
1946,175486
1947,286640
1948,176348
1949,220870
1950,194516
1951,244023
1952,226658
1953,159291
1954,242791
1955,133057
1956,291805
1957,173638
1958,293225
1959,162859
1960,77943
1961,105717
1962,145498
1963,145498
1964,132687
1965,174377
1966,181893
1967,246551
1968,300860
1969,301418
1970,350555
1971,385348
1972,324878
1973,277708
1974,292732
1975,365644
1976,246120
1977,312252
1978,314776
1979,296245
1980,201104
1981,292181
1982,231772
1983,231772
1984,217053
1985,206523
1986,213974
1987,193654
1988,178010
1989,222841
1990,239220
1991,200550
1992,233432
1993,203999
1994,259909
1995,218592
1996,284543
1997,315087
1998,272659
1999,247779
2000,303138
2001,252212
2002,214097
2003,263730
2004,264531
2005,239038
2006,233620
2007,251353
2008,191930
2009,189155
2010,219331
2011,157075
2012,188482
2013,183798
2014,188170
2015,218961
2016,187986
2017,223887
2018,113106
2019,105717
2020,107318
2021,105717
2022,172776
2023,153561
2024,249930
2025,352895
2026,193592
2027,158614
2028,202644
2029,180104
2030,282206
2031,262009
2032,268721
2033,277219
2034,203383
2035,227089
2036,246797
2037,248090
2038,360903
2039,225430
2040,362624
2041,252031
2042,228506
2043,172592
2044,191865
2045,216683
2046,152576
2047,142663
2048,109473
2049,158919
2050,219762
2051,114954
2052,121111
2053,121358
2054,76096
2055,144633
2056,134843
2057,116308
2058,207135
2059,124929
2060,141185
2061,181397
2062,120495
2063,106826
2064,123451
2065,111013
2066,194944
2067,161135
2068,164830
2069,73818
2070,123882
2071,61688
2072,140939
2073,116801
2074,197718
2075,151287
2076,106456
2077,129855
2078,115754
2079,166003
2080,145314
2081,163417
2082,163352
2083,150298
2084,103316
2085,121296
2086,154488
2087,133980
2088,136259
2089,93895
2090,174377
2091,118460
2092,122278
2093,159657
2094,180169
2095,173146
2096,107873
2097,119018
2098,144818
2099,-19045
2100,85883
2101,152699
2102,206215
2103,115138
2104,197218
2105,147342
2106,22765
2107,270562
2108,113106
2109,87611
2110,122897
2111,219639
2112,159534
2113,127022
2114,164156
2115,187678
2116,110951
2117,176902
2118,167358
2119,147099
2120,127392
2121,75480
2122,90259
2123,102269
2124,240636
2125,169633
2126,190387
2127,206889
2128,183798
2129,132013
2130,179303
2131,205966
2132,133057
2133,148762
2134,160831
2135,99252
2136,70859
2137,117417
2138,118710
2139,152210
2140,113599
2141,148393
2142,118587
2143,121850
2144,122712
2145,111629
2146,157875
2147,158488
2148,135643
2149,108180
2150,210772
2151,183371
2152,145988
2153,145434
2154,105717
2155,162863
2156,257997
2157,217053
2158,252397
2159,242360
2160,200427
2161,248583
2162,321491
2163,290088
2164,242179
2165,185892
2166,113476
2167,204245
2168,193774
2169,218653
2170,229183
2171,124806
2172,118771
2173,148451
2174,249995
2175,301233
2176,259112
2177,260217
2178,257757
2179,136940
2180,197899
2181,205907
2182,213235
2183,200735
2184,119757
2185,116124
2186,154119
2187,153503
2188,170806
2189,287734
2190,91244
2191,91244
2192,68584
2193,117355
2194,122527
2195,77574
2196,94446
2197,99864
2198,204614
2199,202948
2200,165757
2201,162555
2202,242240
2203,183429
2204,171849
2205,137121
2206,151902
2207,264469
2208,249995
2209,169386
2210,148269
2211,141311
2212,151841
2213,126407
2214,154485
2215,108673
2216,172896
2217,-31178
2218,104113
2219,84901
2220,73510
2221,250615
2222,218284
2223,242052
2224,228998
2225,167785
2226,124310
2227,209356
2228,243780
2229,258742
2230,141308
2231,216190
2232,176779
2233,162062
2234,237807
2235,187862
2236,255541
2237,270072
2238,199688
2239,119757
2240,157937
2241,94199
2242,116555
2243,143340
2244,81145
2245,81145
2246,123944
2247,151964
2248,102762
2249,104547
2250,107257
2251,165569
2252,182444
2253,169944
2254,189032
2255,190264
2256,212558
2257,226285
2258,190021
2259,185830
2260,154181
2261,221736
2262,230479
2263,305601
2264,325309
2265,140200
2266,280605
2267,286698
2268,339290
2269,163786
2270,208001
2271,219392
2272,235771
2273,157198
2274,168035
2275,159846
2276,198457
2277,200301
2278,140076
2279,108796
2280,76589
2281,167050
2282,167050
2283,151964
2284,159722
2285,181893
2286,113353
2287,293167
2288,253447
2289,279801
2290,344890
2291,306156
2292,339536
2293,338486
2294,351171
2295,354561
2296,281649
2297,278447
2298,292304
2299,331155
2300,295996
2301,261082
2302,216314
2303,255110
2304,261698
2305,164895
2306,164895
2307,168589
2308,244826
2309,278450
2310,230664
2311,203444
2312,176840
2313,179303
2314,206708
2315,176779
2316,192234
2317,166373
2318,177333
2319,206585
2320,194393
2321,246982
2322,194885
2323,185834
2324,201536
2325,210833
2326,202767
2327,236880
2328,239774
2329,188786
2330,185954
2331,306217
2332,370875
2333,308126
2334,263788
2335,284727
2336,305417
2337,201228
2338,244088
2339,243595
2340,334610
2341,211018
2342,243841
2343,209663
2344,238665
2345,261821
2346,231526
2347,199134
2348,259481
2349,150298
2350,264900
2351,246674
2352,252893
2353,235152
2354,152457
2355,187312
2356,119880
2357,208432
2358,196791
2359,162678
2360,107565
2361,116555
2362,271054
2363,116370
2364,149686
2365,233989
2366,220012
2367,245504
2368,200181
2369,244580
2370,177148
2371,181582
2372,200550
2373,275245
2374,294579
2375,241132
2376,262372
2377,302892
2378,155658
2379,233182
2380,151348
2381,164464
2382,216067
2383,215082
2384,244700
2385,152025
2386,149501
2387,120680
2388,95677
2389,118648
2390,125606
2391,111875
2392,107565
2393,190821
2394,148885
2395,217357
2396,169328
2397,186446
2398,108427
2399,29111
2400,29357
2401,102269
2402,123328
2403,148574
2404,131333
2405,161939
2406,142358
2407,114584
2408,117355
2409,122958
2410,190695
2411,109289
2412,139399
2413,127392
2414,123574
2415,148574
2416,143097
2417,148762
2418,109473
2419,115135
2420,109473
2421,121724
2422,109412
2423,115381
2424,158919
2425,242538
2426,99187
2427,146973
2428,218592
2429,107195
2430,143343
2431,128747
2432,116555
2433,124559
2434,128993
2435,137306
2436,109473
2437,105717
2438,110151
2439,111629
2440,164525
2441,115446
2442,112060
2443,118525
2444,124806
2445,90566
2446,131021
2447,258250
2448,185830
2449,128377
2450,186323
2451,136136
2452,268037
2453,79914
2454,105406
2455,117786
2456,140877
2457,130963
2458,160584
2459,106949
2460,171483
2461,133919
2462,140323
2463,131394
2464,224130
2465,169451
2466,133549
2467,199688
2468,124744
2469,127269
2470,225978
2471,237126
2472,218958
2473,101281
2474,111687
2475,256522
2476,131456
2477,114030
2478,141924
2479,82192
2480,115323
2481,116555
2482,105964
2483,107749
2484,110582
2485,108673
2486,137182
2487,215937
2488,197102
2489,164710
2490,124929
2491,81761
2492,178441
2493,134104
2494,152884
2495,96786
2496,233859
2497,184845
2498,105717
2499,78374
2500,116431
2501,135150
2502,143648
2503,104175
2504,196914
2505,237496
2506,250799
2507,280910
2508,250799
2509,212126
2510,241501
2511,195132
2512,227459
2513,232262
2514,256464
2515,115446
2516,165264
2517,113476
2518,120064
2519,232262
2520,224873
2521,220993
2522,230353
2523,107565
2524,115631
2525,114646
2526,116555
2527,108365
2528,106641
2529,105717
2530,74187
2531,219947
2532,235895
2533,223395
2534,247166
2535,299321
2536,239589
2537,231711
2538,207816
2539,190206
2540,166619
2541,208740
2542,147096
2543,110151
2544,87303
2545,135705
2546,157321
2547,149008
2548,190014
2549,139214
2550,527280
2551,150732
2552,111629
2553,91244
2554,126099
2555,137986
2556,67599
2557,73510
2558,212120
2559,140076
2560,164648
2561,184541
2562,173146
2563,174685
2564,222717
2565,128008
2566,128374
2567,135951
2568,180781
2569,176348
2570,149070
2571,123756
2572,211945
2573,221363
2574,316993
2575,159538
2576,151098
2577,165076
2578,102762
2579,7925
2580,175113
2581,86379
2582,114153
2583,249198
2584,164710
2585,138229
2586,203691
2587,207939
2588,173457
2589,147900
2590,209356
2591,225054
2592,220932
2593,245442
2594,193284
2595,229925
2596,267486
2597,176532
2598,270007
2599,325866
2600,113346
2601,142358
2602,87549
2603,81392
2604,87549
2605,87549
2606,114584
2607,168220
2608,155717
2609,140692
2610,101530
2611,119322
2612,125052
2613,102762
2614,107134
2615,164341
2616,147777
2617,163167
2618,170313
2619,230907
2620,178626
2621,187616
2622,194081
2623,276230
2624,253136
2625,314591
2626,156705
2627,223275
2628,353634
2629,422294
2630,333622
2631,379683
2632,353449
2633,286886
2634,304496
2635,152580
2636,231276
2637,183617
2638,259663
2639,200177
2640,152641
2641,74126
2642,172099
2643,151964
2644,136567
2645,148146
2646,143097
2647,151964
2648,150548
2649,137921
2650,181893
2651,174377
2652,340764
2653,248767
2654,224072
2655,296368
2656,317181
2657,310100
2658,287868
2659,296242
2660,294333
2661,291689
2662,290950
2663,266994
2664,277711
2665,285162
2666,283930
2667,174377
2668,208801
2669,166373
2670,295257
2671,208801
2672,200920
2673,209971
2674,212250
2675,187250
2676,215328
2677,201040
2678,259909
2679,270811
2680,286698
2681,357143
2682,316993
2683,396860
2684,302707
2685,321488
2686,270072
2687,251969
2688,241748
2689,227832
2690,343905
2691,190387
2692,155043
2693,203136
2694,154365
2695,220747
2696,214528
2697,197838
2698,191311
2699,170806
2700,159661
2701,166003
2702,113353
2703,186569
2704,127084
2705,113106
2706,108488
2707,109473
2708,115569
2709,108673
2710,110459
2711,279859
2712,323150
2713,187312
2714,192238
2715,178564
2716,183432
2717,221240
2718,245688
2719,125976
2720,199072
2721,117232
2722,161505
2723,144821
2724,107811
2725,117232
2726,122774
2727,181089
2728,176348
2729,141185
2730,129362
2731,134969
2732,116739
2733,140754
2734,152515
2735,127392
2736,158919
2737,110151
2738,150052
2739,161447
2740,146792
2741,136505
2742,166988
2743,136875
2744,153934
2745,149378
2746,114584
2747,181705
2748,123020
2749,114400
2750,117540
2751,106949
2752,242483
2753,137737
2754,215075
2755,165510
2756,32005
2757,32128
2758,64643
2759,182936
2760,128682
2761,155289
2762,159045
2763,193897
2764,207570
2765,267668
2766,113965
2767,52140
2768,148328
2769,123328
2770,181277
2771,105717
2772,115631
2773,176529
2774,155224
2775,122339
2776,171914
2777,204861
2778,178753
2779,140443
2780,148269
2781,104486
2782,73510
2783,72829
2784,111629
2785,148943
2786,18397
2787,157506
2788,39825
2789,246486
2790,129362
2791,111629
2792,50908
2793,197222
2794,59652
2795,134042
2796,102762
2797,237800
2798,108362
2799,134412
2800,102946
2801,145314
2802,140076
2803,203010
2804,153500
2805,116062
2806,106641
2807,183001
2808,118032
2809,142235
2810,117725
2811,142293
2812,148762
2813,173635
2814,172527
2815,106210
2816,229614
2817,114092
2818,102392
2819,221609
2820,103436
2821,123328
2822,208429
2823,310828
2824,148574
2825,144140
2826,117601
2827,183798
2828,242295
2829,173392
2830,232446
2831,191314
2832,198392
2833,247043
2834,228321
2835,216314
2836,215205
2837,170190
2838,120249
2839,177025
2840,204676
2841,224626
2842,226474
2843,170190
2844,163663
2845,105717
2846,225427
2847,192788
2848,232758
2849,234478
2850,285466
2851,243099
2852,236326
2853,239774
2854,136940
2855,202521
2856,223887
2857,216129
2858,199196
2859,108731
2860,147038
2861,124929
2862,223087
2863,141003
2864,259416
2865,150732
2866,222163
2867,77943
2868,167111
2869,123078
2870,111564
2871,107377
2872,-13441
2873,98694
2874,148020
2875,167235
2876,208001
2877,177702
2878,217668
2879,142724
2880,131825
2881,180165
2882,158241
2883,219823
2884,216006
2885,195621
2886,195063
2887,112614
2888,163848
2889,61688
2890,59779
2891,185584
2892,32990
2893,138475
2894,45736
2895,258619
2896,250491
2897,184784
2898,187185
2899,240947
2900,159230
2901,186323
2902,171114
2903,269826
2904,294521
2905,22208
2906,201166
2907,132811
2908,106333
2909,154239
2910,59101
2911,87549
2912,136259
2913,87549
2914,87549
2915,87549
2916,87549
2917,127885
2918,112244
2919,240082
