123000	1319	5
219500	1928	7
61000	904	1
148000	914	5
340000	2466	8
394432	1856	9
179000	1800	6
127000	1691	5
187750	1301	7
213500	1797	7
76000	784	6
240000	1953	6
192000	1269	8
81000	1184	5
125000	1125	6
191000	1479	7
426000	2332	10
119000	1367	5
215000	1961	6
106500	882	5
100000	788	4
109000	1034	5
129000	1144	5
123000	894	5
169500	1812	5
67000	1077	5
241000	1550	7
245500	1288	8
164990	1310	7
108000	672	5
258000	2263	8
168000	1572	6
150000	1620	4
115000	1639	6
177000	1680	6
280000	2172	7
339750	2078	8
60000	1276	5
145000	1056	5
222000	1478	7
115000	1028	5
228000	2097	7
181134	1340	7
149500	1400	6
239000	2624	6
126000	1134	5
142000	1056	5
206300	1344	7
215000	1602	6
113000	988	5
315000	2630	8
139000	1196	6
135000	1389	7
275000	1644	7
109008	907	4
195400	1208	7
175000	1412	6
85400	987	6
79900	1198	6
122500	1365	5
181000	1604	6
81000	630	4
212000	1661	7
116000	1118	6
119000	904	6
90350	694	5
110000	1196	6
555000	2402	10
118000	1440	4
162900	1573	5
172500	1258	7
210000	1908	7
127500	1689	6
190000	1888	6
199900	1886	7
119500	1376	6
120000	1183	3
110000	813	6
280000	1533	7
204000	1756	6
210000	1590	8
188000	1728	5
175500	1242	7
98000	1344	5
256000	1663	4
161000	1666	8
110000	1203	5
263435	1935	8
155000	1135	7
62383	864	5
188700	1660	6
124000	1040	5
178740	1414	7
167000	1277	7
146500	1644	5
250000	1634	8
187000	1710	6
212000	1502	8
190000	1969	7
148000	1072	6
440000	1976	8
251000	1652	8
132500	970	5
208900	1493	6
380000	2643	9
297000	1718	8
89471	1131	4
326000	1850	9
374000	1792	9
155000	1826	7
164000	1216	6
132500	999	5
147000	1113	5
156000	1073	5
175000	1484	5
160000	2414	5
86000	630	4
115000	1304	5
133000	1578	6
172785	1456	6
155000	1269	5
91300	886	5
34900	720	4
430000	3228	8
184000	1820	7
130000	899	5
120000	912	5
113000	1218	6
226700	1768	7
140000	1214	5
289000	1801	7
147000	1322	6
124500	1960	5
215000	1911	8
208300	1218	6
161000	1378	7
124500	1041	5
164900	1363	5
202665	1368	7
129900	864	5
134000	1080	6
96500	789	5
402861	2020	10
158000	2119	6
265000	2344	7
211000	1796	6
234000	2080	7
106250	1294	4
150000	1244	6
159000	1664	6
184750	4676	10
315750	2398	7
176000	1266	7
132000	928	5
446261	2713	9
86000	605	4
200624	2515	6
175000	1509	6
128000	1362	6
107500	827	5
39300	334	1
178000	1414	8
107500	1347	5
188000	1724	7
111250	864	4
158000	1159	5
272000	1601	8
315000	1838	9
248000	2285	8
213250	1680	7
133000	767	7
179665	1496	7
229000	2183	7
210000	1635	6
129500	768	5
125000	825	5
263000	2094	7
140000	1069	6
112500	928	5
255500	1717	8
108000	1126	4
284000	2046	7
113000	1048	5
141000	1092	5
108000	1336	4
175000	1446	7
234000	1557	7
121500	1392	5
170000	1389	5
108000	996	5
185000	1674	6
268000	2295	7
128000	1647	6
325000	2504	9
214000	1535	7
316600	2132	8
135960	943	5
142600	1728	5
120000	864	6
224500	1692	7
170000	1430	7
139000	1109	5
118500	1216	5
145000	1477	7
164500	1320	5
146000	1392	7
131500	1795	5
181900	1429	6
253293	2042	8
118500	816	6
325000	2775	10
133000	1573	4
369900	2028	8
130000	838	6
137000	860	5
143000	1473	5
79500	935	5
185900	1582	7
451950	2296	10
138000	816	5
140000	848	6
110000	924	5
319000	1826	8
114504	1368	6
194201	1402	7
217500	1647	5
151000	1556	6
275000	1904	8
141000	1375	6
220000	1915	8
151000	1200	7
221000	1494	7
205000	1986	7
152000	1040	5
225000	2008	5
359100	3194	8
118500	1029	4
313000	2153	9
148000	1032	6
261500	1872	8
147000	1120	5
75500	630	4
137500	1054	6
183200	1509	6
105500	832	6
314813	1828	9
305000	2262	8
67000	864	3
240000	2614	6
135000	980	5
168500	1512	6
165150	1790	6
160000	1116	6
139900	1422	5
153000	1520	6
135000	2080	5
168500	1350	6
124000	1750	5
209500	1554	8
82500	1411	7
139400	1056	5
144000	1056	6
200000	3395	6
60000	800	2
93000	1387	5
85000	796	5
264561	1567	8
274000	1518	8
226000	1929	7
345000	2704	8
152000	1620	5
370878	1766	9
143250	981	6
98300	1048	5
155000	1094	6
155000	1839	6
84500	630	4
205950	1665	7
108000	1510	4
191000	1716	7
135000	1469	6
350000	2113	8
88000	1092	6
145500	1053	5
149000	1502	7
97500	1458	6
167000	1486	5
197900	1935	7
402000	2448	8
110000	1392	6
137500	1181	4
423000	2097	8
230500	1936	8
129000	2380	6
193500	1679	6
168000	1437	5
137500	1180	4
173500	1476	6
103600	1369	6
165000	1208	6
257500	1839	6
140000	1136	6
148500	1441	6
87000	1774	4
109500	792	5
372500	2046	8
128500	988	5
143000	923	6
159434	1520	5
173000	1291	6
285000	1668	9
221000	1839	7
207500	2090	7
227875	1761	7
148800	1102	7
392000	1419	8
194700	1362	6
141000	848	6
755000	4316	10
335000	2519	7
108480	1073	5
141500	1539	5
176000	1137	6
89000	616	5
123500	1148	5
138500	894	5
196000	1391	7
312500	1800	8
140000	1164	7
361919	2576	8
140000	1812	5
213000	1484	7
55000	1092	4
302000	1824	7
254000	1324	8
179540	1456	7
109900	904	5
52000	729	3
102776	1178	4
189000	1228	8
129000	960	4
130500	1479	6
165000	1350	6
159500	2554	7
157000	1178	5
341000	2418	7
128500	971	5
275000	1742	8
143000	848	6
124500	864	4
135000	1470	4
320000	1698	9
120500	864	4
222000	1680	6
194500	1232	7
110000	1776	5
103000	1208	4
236500	1616	8
187500	1146	7
222500	2031	7
131400	1144	5
108000	948	5
163000	1768	7
93500	1040	3
239900	1801	8
179000	1200	5
190000	1728	7
132000	1432	5
142000	912	6
179000	1349	7
175000	1464	5
180000	1337	8
299800	2715	8
236000	2256	7
265979	2640	7
260400	1720	7
98000	1529	4
96500	1140	4
162000	1320	7
217000	1494	6
275500	2098	8
156000	1026	6
172500	1471	6
212000	1768	8
158900	1386	6
179400	1501	7
290000	2531	8
127500	864	6
100000	1301	5
215200	1547	7
337000	2365	8
270000	1494	8
264132	1506	9
196500	1714	7
160000	1750	6
216837	1836	7
538000	3279	8
134900	858	5
102000	1220	4
107000	1117	6
114500	912	5
395000	1973	8
162000	1204	6
221500	1614	7
142500	894	5
144000	2020	5
135000	1004	6
176000	1253	7
175900	1603	6
187100	1430	7
165500	1110	5
128000	1484	6
161500	1342	6
139000	1652	5
233000	2084	7
107900	901	4
187500	2087	6
160200	1145	7
146800	1062	6
269790	2013	7
225000	1496	8
194500	1895	7
171000	1564	6
143500	1285	6
110000	773	5
485000	3140	9
175000	1768	5
200000	1688	6
109900	1196	4
189000	1456	7
582933	2822	9
118000	1128	5
227680	1428	7
135500	980	5
223500	1576	5
159950	1086	5
106000	2138	5
181000	1309	6
144500	848	6
55993	1044	5
157900	1442	6
116000	1250	5
224900	1661	7
137000	1008	5
271000	1689	8
155000	1052	6
224000	1358	7
183000	1640	7
93000	936	4
225000	1733	7
139500	1489	6
232600	1489	8
385000	2084	10
109500	784	5
189000	1434	7
185000	2126	5
147400	1223	7
166000	1392	6
151000	1200	7
237000	1829	7
167000	1516	6
139950	1144	5
128000	1067	4
153500	1559	5
100000	987	6
144000	1099	5
130500	1200	5
140000	1482	6
157500	1539	5
174900	1165	6
141000	1800	5
153900	1416	5
171000	1701	5
213000	1775	7
133500	864	5
240000	2358	6
187000	1855	6
131500	848	6
215000	1456	8
164000	1646	7
158000	1445	6
170000	1779	5
127000	1040	5
147000	1026	6
174000	1481	6
152000	1370	7
250000	2654	6
189950	1426	7
131500	1039	5
152000	1097	6
132500	1148	5
250580	1372	7
148500	1002	5
248900	1646	8
129000	1120	4
169000	2320	5
236000	1949	7
109500	894	5
200500	1682	6
116000	910	5
133000	1268	5
66500	1131	5
303477	2610	8
132250	1040	4
350000	2224	9
148000	1155	5
136500	864	5
157000	1090	5
187500	1717	7
178000	1593	6
118500	2230	4
100000	892	5
328900	1709	9
145000	1712	5
135500	1393	5
268000	2217	8
149500	1505	6
122900	924	5
172500	1683	6
154500	1068	6
165000	1383	5
118858	1535	5
140000	1796	6
106500	951	4
142953	2240	5
611657	2364	9
135000	1236	5
110000	858	4
153000	1306	5
180000	1509	7
240000	1670	7
125500	902	5
128000	1063	5
255000	1636	8
250000	2057	7
131000	902	5
174000	1484	6
154300	2274	5
143500	1268	5
88000	1015	5
145000	2002	5
173733	1224	6
75000	1092	4
35311	480	2
135000	1229	4
238000	2127	7
176500	1414	6
201000	1721	6
145900	2200	5
169990	1316	6
193000	1617	6
207500	1686	6
175000	1126	5
285000	2374	8
176000	1978	7
236500	1788	8
222000	2236	7
201000	1466	8
117500	925	5
320000	1905	9
190000	1500	7
242000	2069	7
79900	747	4
184900	1200	7
253000	1971	7
239799	1962	7
244400	2403	7
150900	1728	6
214000	2060	7
150000	1440	4
143000	1632	5
137500	1344	6
124900	1869	5
143000	1144	5
270000	1629	8
192500	1776	7
197500	1381	6
129000	864	5
119900	965	5
133900	768	5
172000	1968	5
127500	980	6
145000	1958	6
124000	1229	6
132000	1057	5
185000	1337	7
155000	1416	7
116500	858	5
272000	2872	6
155000	1548	6
239000	1800	9
214900	1894	7
178900	1484	6
160000	1308	5
135000	1098	5
37900	968	3
140000	1095	6
135000	1192	4
173000	1626	7
99500	918	6
182000	1428	7
167500	2019	7
165000	1382	7
85500	869	4
199900	1241	7
110000	894	4
139000	1121	5
178400	999	7
336000	2612	8
159895	1266	7
255900	2290	8
126000	1734	5
125000	1164	5
117000	1635	6
395192	1940	9
195000	2030	6
197000	1576	7
348000	2392	8
168000	1742	8
187000	1851	6
173900	1500	6
337500	1718	10
121600	1230	4
136500	1050	5
185000	1442	6
91000	1077	3
206000	1208	7
82000	944	3
86000	691	5
232000	1574	8
136905	1680	5
181000	1504	7
149900	985	5
163500	1657	6
88000	1092	4
240000	1710	7
102000	1522	5
135000	1271	5
100000	1664	5
165000	1502	6
85000	1022	5
119200	1082	6
227000	1665	8
203000	1504	7
187500	1360	8
160000	1472	7
213490	1506	7
176000	1132	4
194000	1220	7
87000	1248	5
191000	1504	7
287000	2898	8
112500	882	5
167500	1264	5
293077	1646	8
105000	1376	5
118000	1218	6
160000	1928	5
197000	3082	7
310000	2520	8
230000	1654	7
119750	954	5
84000	845	4
315500	1620	9
287000	2263	8
97000	1344	4
80000	630	4
155000	1803	5
173000	1632	6
196000	1306	6
262280	2329	7
278000	2524	8
139600	1733	3
556581	2868	9
145000	990	5
115000	1771	5
84900	930	4
176485	1302	7
200141	1316	7
165000	1977	6
144500	1526	5
255000	1989	8
180000	1523	6
185850	1364	7
248000	1850	7
335000	2184	9
220000	1991	6
213500	1338	8
81000	894	3
90000	2337	5
110500	1103	6
154000	1154	5
328000	2260	7
178000	1571	6
167900	1611	6
151400	2521	6
135000	893	5
135000	1048	5
154000	1556	6
91500	1456	5
159500	1426	6
194000	1240	7
219500	1740	7
170000	1466	5
138800	1096	5
155900	848	6
126000	990	5
145000	1258	6
133000	1040	5
192000	1459	7
160000	1251	6
187500	1498	6
147000	996	6
83500	1092	4
252000	1953	8
137500	1709	7
197000	1247	8
92900	1040	3
160000	1252	7
136500	1694	6
146000	1200	5
129000	936	5
176432	1314	6
127000	1355	6
170000	1088	8
128000	1324	4
157000	1601	7
60000	438	2
119500	950	5
135000	1134	5
159500	1194	6
106000	1302	5
325000	2622	8
179900	1442	7
274725	2021	7
181000	1690	6
280000	1836	8
188000	1658	6
205000	1964	7
129900	816	5
134500	1008	5
117000	833	5
318000	1734	8
184100	1419	8
130000	894	5
140000	1601	5
133700	1040	5
118400	1012	6
212900	1552	7
112000	960	4
118000	698	5
163900	1482	7
115000	1005	4
174000	1555	7
259000	1530	7
215000	1959	7
140000	936	5
135000	1981	4
93500	974	5
117500	2210	6
239500	2020	8
169000	1600	6
102000	986	6
119000	1252	6
94000	1020	5
196000	1567	6
144000	1167	5
139000	952	5
197500	1868	5
424870	2828	8
80000	1006	5
80000	924	4
149000	1576	5
180000	1298	6
174500	1564	7
116900	1111	7
143000	1482	7
124000	932	6
149900	1466	5
230000	1811	6
120500	816	6
201800	1820	7
218000	1437	5
179900	1265	5
230000	1314	7
235128	1580	8
185000	1876	6
146000	1456	6
224000	1640	6
129000	894	5
108959	1258	4
194000	1432	5
233170	1502	7
245350	1694	8
173000	1671	6
235000	2108	6
625000	3627	10
171000	1118	6
163000	1261	6
171900	1250	7
200500	3086	5
239000	2345	6
285000	2872	8
119500	923	5
115000	1224	6
154900	1343	5
93000	1124	5
250000	2514	7
392500	1652	8
745000	4476	10
120000	1130	5
186700	1572	5
104900	1221	5
95000	1699	3
262000	1624	8
195000	1660	7
189000	1804	7
168000	1622	4
174000	1441	8
125000	1472	5
165000	1224	6
158000	1352	6
176000	1456	6
219210	1863	7
144000	1690	7
178000	1212	7
148000	1382	4
116050	864	4
197900	1779	7
117000	1348	5
213000	1630	7
153500	1074	5
271900	2196	7
107000	1056	4
200000	1700	6
140000	1283	5
290000	1660	8
189000	1845	6
164000	1752	8
113000	672	4
145000	960	4
134500	999	5
125000	894	5
112000	1902	6
229456	1314	8
80500	912	4
91500	1218	6
115000	912	5
134000	1211	5
143000	1846	6
137900	2136	5
184000	1490	7
145000	1138	6
214000	1933	6
147000	912	5
367294	1702	9
127000	1507	5
190000	2620	5
132500	1190	5
101800	1224	4
142000	1188	5
130000	1964	5
138887	1784	5
175500	1626	7
195000	1948	7
142500	1141	6
265900	1484	8
224900	1768	7
248328	1689	7
170000	1173	7
465000	2076	10
230000	1517	8
178000	1868	6
186500	1553	7
169900	1034	6
129500	2058	6
119000	988	5
244000	2110	7
171750	1405	7
130000	874	5
294000	2167	7
165400	1656	7
127500	1367	6
301500	1987	8
99900	864	5
190000	1166	7
151000	1054	6
181000	1675	6
128900	1050	5
161500	1788	4
180500	1824	6
181000	1337	6
183900	1452	7
122000	1889	7
378500	2018	9
381000	3447	8
144000	1524	5
260000	1524	7
185750	1489	6
137000	935	5
177000	1357	6
139000	1250	5
137000	1920	5
162000	1395	6
197900	1724	6
237000	2031	8
68400	1128	4
227000	1573	7
180000	1339	7
150500	1040	5
139000	1824	6
169000	2447	6
132500	1412	6
143000	1328	6
190000	1582	5
278000	1659	8
281000	1970	8
180500	1152	5
119500	1302	5
107500	2372	5
162900	1664	7
115000	864	5
138500	1052	5
155000	1128	5
140000	1072	6
160000	5642	10
154000	1246	5
225000	1983	7
177500	1494	6
290000	2526	8
232000	1616	7
130000	1708	7
325000	1652	9
202500	1368	7
138000	990	5
147000	1122	5
179200	1294	6
335000	1902	7
203000	1274	7
302000	2810	8
333168	2599	9
119000	948	4
206900	2112	6
295493	1630	8
208900	1352	7
275000	1787	8
111000	948	4
156500	1478	6
72500	720	3
190000	1923	7
82500	708	4
147000	1795	8
55000	796	4
79000	774	3
130500	816	5
256000	2792	6
176500	1632	7
227000	1588	8
132500	954	5
100000	816	4
125500	1360	5
125000	1365	5
167900	1334	6
135000	1656	5
52500	693	4
200000	1861	7
128500	864	5
123000	872	4
155000	1114	6
228500	2169	8
177000	1913	6
155835	1456	7
108500	960	4
262500	2156	7
283463	1776	8
215000	1494	7
122000	2358	8
200000	2634	5
171000	1716	6
134900	1176	6
410000	3238	8
235000	1865	7
170000	1920	7
110000	892	5
149900	1078	5
177500	1573	6
315000	1980	9
189000	2601	5
260000	1530	7
104900	1738	4
156932	1412	6
144152	1200	7
216000	1674	7
193000	1790	7
127000	1475	5
144000	848	6
232000	1668	8
105000	1374	4
165500	1661	6
274300	2097	7
466500	2633	10
250000	1958	7
239000	1571	8
91000	790	6
117000	1604	5
83000	987	6
167500	1394	5
58500	864	3
237500	2117	6
157000	1762	7
112000	1416	5
105000	1258	6
125500	1154	4
250000	2784	7
136000	2526	6
377500	1746	9
131000	1218	6
235000	1525	7
124000	1584	5
123000	900	5
163000	1912	6
246578	1500	7
281213	2482	8
160000	1687	5
137500	1513	5
138000	1904	5
137450	1608	6
120000	1158	6
193000	1593	6
193879	1294	7
282922	1464	8
105000	1214	3
275000	1646	8
133000	768	5
112000	833	5
125500	1363	4
215000	2093	7
230000	1840	7
140000	1668	6
90000	1040	4
257000	1844	8
207000	1848	6
175900	1569	7
122500	2290	4
340000	2450	8
124000	1144	5
223000	1844	6
179900	1416	6
127500	1069	6
136500	848	6
274970	2201	6
144000	1344	5
142000	1252	6
271000	2127	7
140000	1558	5
119000	804	5
182900	1440	6
192140	1838	5
143750	958	6
64500	968	4
186500	1792	6
160000	1126	5
174000	1537	6
120500	864	4
394617	1932	8
149700	1236	6
197000	1725	7
191000	2555	6
149300	848	6
310000	2007	10
121000	952	6
179600	1422	7
129000	913	6
157900	1188	5
240000	2090	8
112000	1346	4
92000	630	5
136000	1792	5
287090	1578	8
145000	1072	5
84500	1140	5
185000	1221	7
175000	1647	6
210000	2073	6
266500	2340	7
142125	1078	5
147500	1256	5
