Id,SalePrice
2023,152854
2024,247071
2025,349755
2026,193647
2027,158784
2028,202399
2029,179561
2030,281412
2031,261885
2032,268374
2033,276590
2034,203113
2035,226033
2036,246132
2037,247382
2038,358543
2039,225474
2040,359161
2041,251192
2042,227402
2043,172298
2044,190932
2045,215972
2046,151901
2047,142317
2048,110229
2049,158033
2050,218949
2051,115527
2052,121481
2053,121719
2054,76914
2055,144222
2056,134756
2057,116837
2058,205696
2059,125172
2060,140888
2061,180811
2062,120885
2063,107669
2064,123743
2065,111717
2066,193908
2067,160176
2068,163748
2069,74711
2070,124159
2071,62983
2072,140650
2073,117313
2074,197636
2075,151700
2076,107312
2077,129934
2078,116301
2079,165928
2080,145925
2081,163428
2082,162320
2083,149699
2084,104276
2085,121659
2086,154796
2087,133923
2088,136125
2089,95167
2090,174025
2091,117872
2092,121563
2093,158748
2094,180669
2095,172834
2096,108681
2097,119456
2098,144400
2099,-17161
2100,85331
2101,152021
2102,205852
2103,115706
2104,195062
2105,146841
2106,23261
2107,268063
2108,113741
2109,88046
2110,123207
2111,218830
2112,158629
2113,127196
2114,164142
2115,186884
2116,111658
2117,176465
2118,167238
2119,147652
2120,127553
2121,76318
2122,90606
2123,103264
2124,239130
2125,168392
2126,189503
2127,205458
2128,183133
2129,133066
2130,178787
2131,204565
2132,133030
2133,149259
2134,160928
2135,100347
2136,70805
2137,117909
2138,119159
2139,152593
2140,114218
2141,148902
2142,119040
2143,122195
2144,123028
2145,112313
2146,158070
2147,157617
2148,135530
2149,108979
2150,210257
2151,183765
2152,145532
2153,144996
2154,106597
2155,162892
2156,254869
2157,216329
2158,250501
2159,240797
2160,200256
2161,247858
2162,319393
2163,289032
2164,241667
2165,185157
2166,114099
2167,203947
2168,192777
2169,217877
2170,228057
2171,125052
2172,119218
2173,147913
2174,248179
2175,299807
2176,258038
2177,258061
2178,256729
2179,137829
2180,196766
2181,205554
2182,212638
2183,200553
2184,120171
2185,116658
2186,154439
2187,153843
2188,170572
2189,282575
2190,91559
2191,91559
2192,69651
2193,117849
2194,122850
2195,78343
2196,94654
2197,99893
2198,204304
2199,201648
2200,165690
2201,162594
2202,241727
2203,182776
2204,170535
2205,136959
2206,152295
2207,263218
2208,248179
2209,168154
2210,148783
2211,142056
2212,152236
2213,126600
2214,153747
2215,109455
2216,171547
2217,-29938
2218,104001
2219,85427
2220,74413
2221,249823
2222,217520
2223,240499
2224,227878
2225,166606
2226,123527
2227,208888
2228,243215
2229,257681
2230,141007
2231,215496
2232,176346
2233,162118
2234,237440
2235,187062
2236,254586
2237,268635
2238,199541
2239,120171
2240,158130
2241,94416
2242,117075
2243,142972
2244,81795
2245,81795
2246,124219
2247,152355
2248,103740
2249,105466
2250,108086
2251,164463
2252,181823
2253,169738
2254,188193
2255,189384
2256,211983
2257,224210
2258,190195
2259,185098
2260,154498
2261,221902
2262,230356
2263,302985
2264,323084
2265,139936
2266,279864
2267,284709
2268,337647
2269,163785
2270,207578
2271,218591
2272,234427
2273,157415
2274,167893
2275,159975
2276,198350
2277,199088
2278,139816
2279,109574
2280,77390
2281,166940
2282,166940
2283,152355
2284,159856
2285,182336
2286,113979
2287,292009
2288,252562
2289,278041
2290,342016
2291,303521
2292,337885
2293,335824
2294,348088
2295,352411
2296,279827
2297,276732
2298,291175
2299,327691
2300,293698
2301,259944
2302,215615
2303,254169
2304,260539
2305,164857
2306,164857
2307,168429
2308,244227
2309,277780
2310,230535
2311,203173
2312,176406
2313,178787
2314,206328
2315,176346
2316,191289
2317,166285
2318,176882
2319,206209
2320,194421
2321,246311
2322,194898
2323,186146
2324,201327
2325,210316
2326,202518
2327,235499
2328,238297
2329,187955
2330,185217
2331,303581
2332,367138
2333,305426
2334,261514
2335,282804
2336,302807
2337,201029
2338,243513
2339,243036
2340,333122
2341,210495
2342,243274
2343,209185
2344,237225
2345,260658
2346,231368
2347,199005
2348,258396
2349,149699
2350,263635
2351,246013
2352,252026
2353,232783
2354,152831
2355,187575
2356,120290
2357,207995
2358,195694
2359,162714
2360,108383
2361,117075
2362,268539
2363,116897
2364,150152
2365,233749
2366,220236
2367,244882
2368,200017
2369,243989
2370,176704
2371,180990
2372,200375
2373,273636
2374,292329
2375,240655
2376,260145
2377,300366
2378,155927
2379,230878
2380,151760
2381,164440
2382,215377
2383,214424
2384,243059
2385,152414
2386,149974
2387,121064
2388,95845
2389,119099
2390,125826
2391,112551
2392,108383
2393,190969
2394,149378
2395,215578
2396,169143
2397,185693
2398,109217
2399,30442
2400,30680
2401,103264
2402,123624
2403,148032
2404,131363
2405,161999
2406,143068
2407,115170
2408,117849
2409,123267
2410,189801
2411,110050
2412,139162
2413,127553
2414,123862
2415,148032
2416,143782
2417,149259
2418,110229
2419,114657
2420,110229
2421,121027
2422,110169
2423,114895
2424,158033
2425,238878
2426,99238
2427,146484
2428,217818
2429,108026
2430,144020
2431,128863
2432,117075
2433,124814
2434,129101
2435,137138
2436,110229
2437,106597
2438,110884
2439,112313
2440,164499
2441,116004
2442,112729
2443,118980
2444,125052
2445,90904
2446,130016
2447,257205
2448,185098
2449,128505
2450,185574
2451,136006
2452,265622
2453,80605
2454,105251
2455,118266
2456,140590
2457,131006
2458,160689
2459,107788
2460,171227
2461,133863
2462,140055
2463,131422
2464,222127
2465,169262
2466,133506
2467,199541
2468,124993
2469,127434
2470,223913
2471,235737
2472,217126
2473,101262
2474,111323
2475,254489
2476,131482
2477,114634
2478,141602
2479,82807
2480,115885
2481,117075
2482,106836
2483,108562
2484,111301
2485,109455
2486,137018
2487,213160
2488,197041
2489,164678
2490,125172
2491,82391
2492,177954
2493,134042
2494,152199
2495,96917
2496,231533
2497,184145
2498,106597
2499,79116
2500,116956
2501,135054
2502,143269
2503,104060
2504,195813
2505,236094
2506,250002
2507,279113
2508,250002
2509,211567
2510,241012
2511,195136
2512,226390
2513,231034
2514,255479
2515,116004
2516,165214
2517,114099
2518,120468
2519,231034
2520,223890
2521,220139
2522,229188
2523,108383
2524,116182
2525,115230
2526,117075
2527,109157
2528,107490
2529,106597
2530,75068
2531,219127
2532,234546
2533,222461
2534,246489
2535,296913
2536,238118
2537,231547
2538,207399
2539,190373
2540,166524
2541,208292
2542,146603
2543,110884
2544,87749
2545,135590
2546,157534
2547,149497
2548,188097
2549,138983
2550,519399
2551,151164
2552,112313
2553,91559
2554,126303
2555,138841
2556,68698
2557,74413
2558,209469
2559,139816
2560,164619
2561,184896
2562,172834
2563,174322
2564,221806
2565,128148
2566,127457
2567,135828
2568,180216
2569,175930
2570,149557
2571,122992
2572,212437
2573,220496
2574,313999
2575,159677
2576,150473
2577,163987
2578,103740
2579,8914
2580,173690
2581,86856
2582,114753
2583,248454
2584,164678
2585,138030
2586,203411
2587,207518
2588,174180
2589,148426
2590,208888
2591,223020
2592,220080
2593,244822
2594,193350
2595,229820
2596,266135
2597,176108
2598,267527
2599,324669
2600,111882
2601,143068
2602,87987
2603,82034
2604,87987
2605,87987
2606,115170
2607,168071
2608,154938
2609,140412
2610,102549
2611,118705
2612,125291
2613,103740
2614,107967
2615,164321
2616,148307
2617,162141
2618,170096
2619,229724
2620,178132
2621,186824
2622,193075
2623,274588
2624,251215
2625,311677
2626,156939
2627,223391
2628,350469
2629,417896
2630,331121
2631,376700
2632,350291
2633,285936
2634,302962
2635,152950
2636,230081
2637,184003
2638,257526
2639,198969
2640,153010
2641,75009
2642,171822
2643,152355
2644,136423
2645,148664
2646,143782
2647,152355
2648,150986
2649,137733
2650,182336
2651,174025
2652,338027
2653,248037
2654,223116
2655,295104
2656,315226
2657,308380
2658,285840
2659,293936
2660,292091
2661,290580
2662,289865
2663,265659
2664,277066
2665,284269
2666,283079
2667,174025
2668,208352
2669,166285
2670,292984
2671,208352
2672,200732
2673,209483
2674,211686
2675,187516
2676,214662
2677,199802
2678,257764
2679,269350
2680,284709
2681,353863
2682,313999
2683,392261
2684,300187
2685,318345
2686,268635
2687,251133
2688,241250
2689,227796
2690,341063
2691,189503
2692,155332
2693,202875
2694,154677
2695,219901
2696,213888
2697,196706
2698,190396
2699,170572
2700,159796
2701,165928
2702,113979
2703,185812
2704,127255
2705,113741
2706,109276
2707,110229
2708,116123
2709,109455
2710,111181
2711,277052
2712,319952
2713,187575
2714,192338
2715,178073
2716,183825
2717,220377
2718,245060
2719,126184
2720,198946
2721,117730
2722,160534
2723,145449
2724,108622
2725,117730
2726,123088
2727,180514
2728,175930
2729,140888
2730,129458
2731,135924
2732,117254
2733,140471
2734,151842
2735,127553
2736,158033
2737,110884
2738,149461
2739,161523
2740,147354
2741,136364
2742,166881
2743,136721
2744,154260
2745,149855
2746,115170
2747,181109
2748,123326
2749,114992
2750,118028
2751,107788
2752,240916
2753,137554
2754,212327
2755,165452
2756,33240
2757,33359
2758,65841
2759,182300
2760,127754
2761,155570
2762,159201
2763,192896
2764,207161
2765,265265
2766,113526
2767,52707
2768,147794
2769,123624
2770,181741
2771,106597
2772,116182
2773,175060
2774,154461
2775,121622
2776,171643
2777,204542
2778,179300
2779,139125
2780,148783
2781,105407
2782,74413
2783,72710
2784,112313
2785,148389
2786,20083
2787,157713
2788,40801
2789,244786
2790,129458
2791,112313
2792,51516
2793,196111
2794,59970
2795,133982
2796,103740
2797,235343
2798,108109
2799,134339
2800,103919
2801,145925
2802,139816
2803,201707
2804,152794
2805,116599
2806,107490
2807,183408
2808,118504
2809,142949
2810,118206
2811,141960
2812,149259
2813,172262
2814,171190
2815,107074
2816,228474
2817,114694
2818,103383
2819,220735
2820,103346
2821,123624
2822,206946
2823,305948
2824,148032
2825,143746
2826,118087
2827,183133
2828,239689
2829,173072
2830,231212
2831,191445
2832,197242
2833,246370
2834,227224
2835,215615
2836,214543
2837,169976
2838,120647
2839,176585
2840,204363
2841,223652
2842,225438
2843,169976
2844,163666
2845,106597
2846,224426
2847,191825
2848,232559
2849,233177
2850,283518
2851,241511
2852,234963
2853,238297
2854,137829
2855,202280
2856,222937
2857,215436
2858,199065
2859,108466
2860,147592
2861,125172
2862,222163
2863,141758
2864,257287
2865,151164
2866,221270
2867,78700
2868,167000
2869,122337
2870,111204
2871,107156
2872,-11744
2873,98762
2874,147496
2875,167119
2876,207578
2877,177239
2878,216925
2879,142376
2880,131839
2881,179621
2882,157378
2883,219008
2884,215317
2885,194563
2886,192979
2887,113265
2888,163845
2889,62983
2890,61138
2891,184860
2892,34192
2893,138269
2894,46516
2895,257562
2896,249704
2897,184086
2898,186407
2899,240476
2900,159380
2901,185574
2902,170869
2903,268397
2904,293318
2905,21677
2906,200970
2907,132792
2908,107193
2909,153509
2910,60483
2911,87987
2912,136125
2913,87987
2914,87987
2915,87987
2916,87987
2917,128029
2918,112908
2919,238594
